image_path,class_name,food,freshness_stage,shelf_life_min,shelf_life_max,shelf_life_midpoint,file_extension,file_size_bytes
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251104_132702059_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20217
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251104_132742343_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20704
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251104_132751673_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,21271
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251104_132803936_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20797
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251104_132810807_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20543
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251104_132859007_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20494
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251104_132924869_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19810
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251104_132932844_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19335
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251104_132946378_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19561
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251104_132953186_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19675
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251104_132959967_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19070
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_102748778_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,25962
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_102817737_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,26239
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_102834064_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,24140
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_102906798_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,23706
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_102915419_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,24427
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_102933718_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,26389
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_102943339_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,28573
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_102951591_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,27532
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_103000635_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,25515
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_103016534_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,28346
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_103025437_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,24736
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_103032331_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,26533
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_103102353_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,21299
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_103110221_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18912
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_103117848_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18872
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_103132515_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18115
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_103138769_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,17301
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251105_103147641_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18452
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155708659_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20444
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155717351_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19417
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155725015_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19267
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155736548_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20319
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155743075_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20174
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155751269_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19342
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155806389_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,22929
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155815487_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18811
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155825772_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19600
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155832526_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20051
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155839734_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20307
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155845992_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19886
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155918012_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,25249
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155928780_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20851
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155941840_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,21000
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155950051_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20401
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_155956487_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20383
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251106_160003407_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,21033
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114054400_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,22418
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114103709_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19263
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114110350_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19259
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114116337_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18679
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114124177_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18552
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114134349_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18646
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114159880_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,24650
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114206631_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19787
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114213660_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20718
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114221633_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20364
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114228561_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19653
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114235812_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20667
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114253479_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,21962
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114300396_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19252
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114306315_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18502
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114315205_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19138
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114321708_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19421
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114328357_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18609
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251107_114339826_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19504
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121357126_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,21891
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121406157_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18679
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121415109_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20394
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121422225_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19344
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121430769_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19762
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121438124_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19521
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121450706_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,26105
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121458784_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,21723
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121507354_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20614
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121515036_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20658
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121528393_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20408
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121540182_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20489
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121551942_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20694
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121558332_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19835
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121607039_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20282
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121613853_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20041
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121620436_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19314
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251108_121630356_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20293
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251109_112653784_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,23935
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251109_112700863_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19222
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251109_112708032_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20013
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251109_112714477_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,18873
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251109_112722179_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20338
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251109_112740483_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19391
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251109_112755843_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,22403
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251109_112804773_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19381
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251109_112812605_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,20616
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Fresh Tomato(1-10)/IMG_20251109_112820498_HDR_AE.jpg,Fresh Tomato(1-10),Tomato,Fresh,1,10,5.5,.jpg,19934
